Username,Followers,Score_tag,Tweet
ChristinaSharpe,320,N,"""The greatest series finale of all time."""
MoSoDope,954,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
sunnyshimeall,177,NONE,"""RT @Queenziah: #Thefinaleepisode :
Daenerys dyes her hair and marries Bran #GameOfThronesFinale https://t.co/EUopoa3Mfa"""
Stevenoxide,2080,NONE,"""RT @MuhammadMods: Jon Snow after he killed Daenerys
#GOT https://t.co/CieY4nH1DE"""
_horgan94,19,N+,"""RT @antizyrus: This shot of Drogon behind Dany #GOT https://t.co/bAol0dwOZ8"""
YouGottaChillB,446,NONE,"""RT @barstoolsports: The future of Westeros https://t.co/7YmTUoetW7"""
ayemayen1_,100,NONE,"""RT @ToiIetBoy: Game of Thrones fans @ Bran https://t.co/GAe8ZNKLCa"""
Littl3__,267,N+,"""RT @LordsDontWorry: Drogon when he lands with Dany's body
#GameOfThornes https://t.co/VHhUhbflr8"""
foxfled,211,NONE,"""Would I still get the Targaryen house crest tattooed on me? Yes."""
808skanyee,103,NONE,"""RT @favsscenes: Game of Thrones, 2011 https://t.co/QC6Z4ze7sG"""
deadseventh,25,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
Inopportuna,507,NONE,"""@Marcos_calzones ya viste Game of Thrones?"""
minhynsgf,432,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
B_Alshaheen,247,NONE,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
jtwmberlake,8201,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
poedameroff,492,NONE,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
mararmis,52,NONE,"""RT @springsansa: Stark wolves, Tully scales, Weirwood leaves, Sansa IS the North https://t.co/bz2Pd8DfQC"""
writtenhaz,215,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
deliriouspeople,135,NONE,"""RT @lovelysophiet: JESSICA CHASTAIN IS THE PRESIDENT OF SANSA DEFENCE SQUAD. https://t.co/CmmLrSa5m6"""
Loliryder,1474,NONE,"""RT @edbott: Eight years, one month, and 26 days later, this tweet enters the Hall of Fame. https://t.co/TJkSVNAREi"""
GoldSky3875,239,NONE,"""RT @springsansa: Stark wolves, Tully scales, Weirwood leaves, Sansa IS the North https://t.co/bz2Pd8DfQC"""
BreandanBuckley,71,NONE,"""@michaelb5times @ToiIetBoy Bran will be sacked with 4 games to go..Give it Gendry end of the season"""
kate_shprd,11,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
vallytal,14,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
oriattr,23,NONE,"""I rated Game of Thrones: The Queen's Justice (S7.E3) 9/10  #IMDb https://t.co/DxR5KqOppf"""
TragicKimmy,885,NONE,"""STOP"""
sucker_love_,486,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
Jon___Smith,307,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
carolburk_,374,NONE,"""god loves us"""
SwervoMedici,189,NONE,"""RT @rianjohnson: GUYS https://t.co/xGvp3cwP3a"""
matt0999,236,NONE,"""15 Best Memes About The 'Game Of Thrones' Finale https://t.co/p6RAlhVZPF #got #gotfinale"""
PigeonsPig,52,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
DiamondRhona,249,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
Mudaship39,923,NONE,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
j_murdaaaa,241,N+,"""RT @LordsDontWorry: Drogon when he lands with Dany's body
#GameOfThornes https://t.co/VHhUhbflr8"""
JoshuaKeegan_,272,NONE,"""RT @ToiIetBoy: Game of Thrones fans @ Bran https://t.co/GAe8ZNKLCa"""
hollyjbattle,1699,NONE,"""RT @ToiIetBoy: Game of Thrones fans @ Bran https://t.co/GAe8ZNKLCa"""
peterwsinger,31086,NONE,"""RT @Zeddary: behold the three-eyed raven https://t.co/HUcibVf2Si"""
Fosgate1337,294,NONE,"""RT @JackPosobiec: I guess Jon Snow thought slay queen was a suggestion instead of just a hashtag. Oops!
https://t.co/D03hQnSZKJ"""
maithzthealien,553,NONE,"""RT @KharloKong: Daenerys' only mistake was giving up this dick... https://t.co/JidANHC3ql"""
JennyPoo_,277,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
thegreat_33,345,NONE,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
Pimpilinak,312,NONE,"""RT @Thrones_Memes: One second from every episode of Game of Thrones. https://t.co/SXfXqUacPy"""
xashleywilsonx,495,NONE,"""RT @Spilling_The_T: #GameofThrones
Edmure Tully: I could be King

#Sansa: https://t.co/pSPZjrjZKK"""
LK1528,52,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
nursebrooket,654,NONE,"""Is it too late for brad and I to start game of thrones"""
Viviana__MD__,101,NONE,"""RT @emilliasclarke: daenerys' last word to jon is ""together."" and jon's last word to daenerys is ""always."" https://t.co/OGwWjAoCvF"""
Nevermind__02,113,NONE,"""RT @insoniascarvao: i'm ready, @HBO 
#GameOfThronesFinale #GameOfThrones #Arya https://t.co/rYH3gHRta8"""
sofidelpin,1028,NONE,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
blakcatz,10,NONE,"""RT @GodspowerTalks: #GameOfThronesFinale this is single handedly the most bad-ass scene in game of thrones https://t.co/gtJ6d8JRK2"""
chubsx_,426,NONE,"""RT @ladycerseis: cersei lannister knowing she is the last person who sat on the iron throne
https://t.co/ihePlovPMC"""
stillgray,85132,N,"""RT @CassandraRules: Woke Mafia in Panic as Game of Thrones Slays Queen Social Justice Warrior https://t.co/1PWSX9aeSn"""
ngoakowzaaaaaa_,166,NONE,"""RT @_bornonamonday: He's white https://t.co/AzTUfbUbWg"""
anitamarcel663,1,NONE,"""RT @Forbes: The 'Game of Thrones' rewrite petition now has more than 1.2 million signatures https://t.co/JWcnnb2ixN https://t.co/McdoeLCYSL"""
Amahmdwk,1705,NONE,"""RT @IsaacWalex: ""Jon Snow is Aegon Targaryen"" is the most pointless historical fact ever"""
bexromero1,7,NONE,"""RT @Thrones_Memes: One second from every episode of Game of Thrones. https://t.co/SXfXqUacPy"""
clintw,683,P,"""SPOILER: I talk about social contracts and the Great Council as a constitutional convention"""
MorganDaimler,721,NONE,"""Current mood"""
hoeemie,96,NONE,"""now that the game of thrones has ended, can we start Iran US nuclear war?? im bored"""
naughtysansa,830,NONE,"""RT @aliasalayne: SANSA SAID SHUT UP EDMURE SHE IS CATELYNS DAUGHTER"""
XXIPharaon,354,NONE,"""RT @springsansa: Stark wolves, Tully scales, Weirwood leaves, Sansa IS the North https://t.co/bz2Pd8DfQC"""
myyetimyyeti1,98,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
JonDbeard,74,NONE,"""RT @paddypower: Game Of Thrones has finished. So it's only right we made a Fan Denial on the finale! https://t.co/vGn8Dsahg6"""
kennablake96,120,NONE,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
kaylasajor,343,NONE,"""Littlefinger had green eyes"""
GoverehTerrence,20,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
_mmeAilen,996,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
_AllEyezOnKee,349,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
Anis08413016,112,NONE,"""RT @ladycerseis: cersei lannister knowing she is the last person who sat on the iron throne
https://t.co/ihePlovPMC"""
Take_No_Name,37,NONE,"""RT @itsanevergreen: only Game Of Thrones could make me cry over a fucking dress https://t.co/12sSdRD8Oo"""
Iamtareksafa,37,NONE,"""RT @Remroum: Joe Biden is worse than the final season of Game of Thrones"""
LouisMonnig,162,P,"""I feel like this applies to The Devil Wears Prada as well"""
LizzyTDmb,1098,NONE,"""@SeanSeay2148 HBO will let you want all 3 so far thoug"""
jackherronseav1,4,NONE,"""RT @remslwt: i'm part of the 1% on twitter who hasn't seen a single episode of game of thrones"""
riberax,90,NONE,"""RT @annalearyx: Tyrion Lannister making sure Cersei Lannister is definitely dead #GameOfThonesFinale https://t.co/Vy27X9vHon"""
jotaeme95,210,NONE,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
marchombrement_,307,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
reigwn,2579,NONE,"""RT @Fufu_Esq: Tyrion was so bad at his job that he quit and got promoted. Just like a white man"""
FahOwefa,139,NONE,"""RT @DrNerdLove: ""What's west of Westeros?""
My wife: The Resteros"""
nanabasket_,420,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
EliLewisXXX,26970,NONE,"""RT @lovelysophiet: JESSICA CHASTAIN IS THE PRESIDENT OF SANSA DEFENCE SQUAD. https://t.co/CmmLrSa5m6"""
bigboytaren,111,NONE,"""@plumsisland Just say game of thrones"""
whimsyy_,8,NONE,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
amande_peyi,80,NONE,"""RT @MuhammadMods: Jon Snow after he killed Daenerys
#GOT https://t.co/CieY4nH1DE"""
LuciaAlvarez14,357,NONE,"""RT @springsansa: Stark wolves, Tully scales, Weirwood leaves, Sansa IS the North https://t.co/bz2Pd8DfQC"""
hardingtosy,1122,NONE,"""RT @1nceEmmanuel: Fuck this bran shit,this is the hardest crippled https://t.co/HvzsPQZ2ai"""
thiagofc1982,500,NONE,"""RT @noizyman: videogame george?? VIDEOGAME GEORGE??? https://t.co/prkwrelazX"""
j_murdaaaa,241,NONE,"""RT @youresoartdeco: ARYA STARK &gt; CHRISTOPHER COLUMBUS"""
Religion_SF,1000,N,"""@W_R_R @SarahSmiles0881 @maepreed1 @rgay Lol and it would be quite hilarious to think that daenerys killings were for noble course..."""
HavWills,58,NONE,"""RT @Thrones_Memes: One second from every episode of Game of Thrones. https://t.co/SXfXqUacPy"""
standardfujoshi,113,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
latelychelsea04,151,NONE,"""Still confused on why Game of Thrones finale had nothing to do with money. I needed someone to take home a jackpot. #GOTSeasonFinale"""
HardinsQueen,461,NONE,"""RT @remslwt: i'm part of the 1% on twitter who hasn't seen a single episode of game of thrones"""
xjustNarry,1569,NONE,"""RT @emilliasclarke: daenerys' last word to jon is ""together."" and jon's last word to daenerys is ""always."" https://t.co/OGwWjAoCvF"""
cookmanave,907,P,"""RT @gmannVOLS: Gendry was so bad at sex that Arya wanted to go places that weren't even on a map"""
VincentChas3,883,N+,"""RT @_Saadaq__: Daneryes watching drogon not kill  Jon after he just stabbed her #GameOfThronesFinale https://t.co/oIig4F0dJc"""
influencerjad,7,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
nerdgirl642,1024,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
KayKMJPK,239,NONE,"""RT @itsanevergreen: only Game Of Thrones could make me cry over a fucking dress https://t.co/12sSdRD8Oo"""
friscocruise,106,N,"""The woman that plays Daenerys had fucking brain surgery TWO TIMES over the course of 2 seasons https://t.co/x3D5xDZUyV"""
NaturalShitTalk,12,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
gorples,3,NONE,"""@ElvisTheAlienTV Making the most of your HBO subscription before it expires, huh"""
civil_giraffe,61,NONE,"""RT @paddypower: Game Of Thrones has finished. So it's only right we made a Fan Denial on the finale! https://t.co/vGn8Dsahg6"""
BarchieBellark2,344,NONE,"""RT @aliasalayne: SANSA SAID SHUT UP EDMURE SHE IS CATELYNS DAUGHTER"""
hyfrbous,1243,NONE,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
NeelyMelissa,399,NONE,"""RT @MohanadElshieky: So what will the people who built their whole personality on not watching Game of thrones do now?"""
aaronthiness,431,NONE,"""All hail the Queen of the north"""
lindajvetter,1802,NONE,"""#Awesomeness | If Game of Thrones Characters Had Email Signatures (WARNING: SPOILERS)
https://t.co/NxZSfqEoj4"""
leotheawsome,256,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
ggstar71,2115,NONE,"""RT @mollymcnearney: We should try holding our politicians to the same standard we've set for producers of Game of Thrones."""
xoveronicaty,9,NONE,"""RT @remslwt: i'm part of the 1% on twitter who hasn't seen a single episode of game of thrones"""
monicmomo1,212,N+,"""RT @BrandoHD: Bran was the logical choice, Drogon burned the Iron Throne and Bran comes with his own seat."""
mathsnetty,175,NONE,"""RT @1982beckyboo: Anyone else think of this when Arya left? Reepicheep Stark. https://t.co/9ypA7LfNz7"""
onlyjeanbean,517,NONE,"""I played this shitty game and its season finale is 10x better than HBO's"""
DuckFacts3,0,NONE,"""Duck Fact 4: The ruler of Westeros is not a duck."""
MHOC137,16,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
sunmiddeulgi,1211,NONE,"""RT @remslwt: i'm part of the 1% on twitter who hasn't seen a single episode of game of thrones"""
chloelysette,396,N+,"""RT @BrandoHD: Bran was the logical choice, Drogon burned the Iron Throne and Bran comes with his own seat."""
Juzzo11,18,NONE,"""@SirSlaw_ CK2 game of thrones Mod"""
hermenegildes,177,NONE,"""RT @GrossieGore: Hi, please listen carefully @HBO https://t.co/mvBOVwXzZT"""
gooblet_,732,NONE,"""RT @ladyadorabeezle: Arya..... Thanks to the cast and crew of GOT for the beautiful work! #GameOfThones https://t.co/yUJCnalu91"""
MarionKindraich,282,NONE,"""RT @itsanevergreen: only Game Of Thrones could make me cry over a fucking dress https://t.co/12sSdRD8Oo"""
Cjardine21199,155,NONE,"""RT @RamLover69: Nobody:

Bran when he sees the Iron Throne wide open: https://t.co/oo02WHILw3"""
DimasArsandi,1123,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
rainmakerfabian,340,NONE,"""Jaime and Cersei Lannister in Hell https://t.co/bpjmRAiSyr"""
hypertext_,45,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
HasanAsheed_,1837,NONE,"""Nah people just wanted the people who wrote the show to cater to them"""
Rxmaned,518,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
duckuccino,192,NONE,"""WAS BRAN REALLY NOT WEARING PANTS WTF"""
noorabdallah24,183,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
kidsainteasy,16,NONE,"""Sansa Stark Is Not Here For Whiny Fans Who Want A GoT Season 8 Redo https://t.co/dNCg71nY1H https://t.co/Xc0rqCRS05"""
Fabio_Gomes08,237,N,"""RT @danytargyryen: not gonna lie drogon trying to wake dany up ripped my heart right out of my chest https://t.co/qtTNvkPoN9"""
mikeyy_collins,428,NONE,"""RT @XSHE_KAE: This man Tyrion beat more court cases than OJ lmaoo"""
skyhighloop,46,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
Justonered,263,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
knifefightpro,17,NONE,"""RT @Fred_Delicious: Game of Thrones is similar to Rick &amp; Morty in that its fans make it fucking unbearable"""
TendaiMatsika,357,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
Susan_H_Stanley,6877,P,"""It's weird to say this, but I feel as though the season-by-season quality of Game of Thrones correlated to the amount of on-screen nudity."""
RyaFlanagan,145,NONE,"""RT @MuhammadMods: Jon Snow after he killed Daenerys
#GOT https://t.co/CieY4nH1DE"""
missjordiejane,336,NONE,"""RT @springsansa: Stark wolves, Tully scales, Weirwood leaves, Sansa IS the North https://t.co/bz2Pd8DfQC"""
MargauxBellec,431,NONE,"""RT @majtague: HBO subscribers after tonight https://t.co/w4NWyBYpa9"""
sasukedasilva,1063,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
siriusomfg,497,NONE,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
clentelle,61,NONE,"""did the writers forget about this dany or"""
